    INFO: KinovaMain - Startup!
    INFO: Connection to RoboRio established.
    INFO: Connection to JacoArm established.
      DEBUG0: CommandHandling: Recieved Event 'E_Stop:0'
    INFO: StateMachine: Processing Event 'E_Stop'
    INFO: Exiting State PowerOff
    INFO: Entering State EStop
ERROR: KinovaArm::releaseControl(): 1, Could not stop API control! libusb error.
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
  WARNING: KinovaArm::connect(): 1, Failed getting usb-device-handle for JacoArm!
    INFO: Connection to JacoArm established.
      DEBUG0: CommandHandling: Recieved Event 'QuitEStop:0'
    INFO: StateMachine: Processing Event 'QuitEStop'
    INFO: Exiting State EStop
    INFO: Entering State PowerOff
      DEBUG0: CommandHandling: Sent Event 'QuitEStop:0'
      DEBUG0: CommandHandling: Recieved Event 'Initialize:0'
    INFO: StateMachine: Processing Event 'Initialize'
    INFO: Exiting State PowerOff
    INFO: Entering State Initialize
    INFO: Gained API control over the arm.
      DEBUG2: PositionHandling::ReadFromFile: Objective 3 is Zero
      DEBUG2: PositionHandling::ReadFromFile: Objective 4 is Zero
    INFO: Points successfully loaded from File.
      DEBUG0: Transformation matrices calculated
      DEBUG0: CommandHandling: Sent Event 'Initialize:0'
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.163808
      DEBUG2: [1]: dVel: 0.302398
      DEBUG2: [2]: dVel: 0.492679
      DEBUG2: [3]: dVel: 1.53214
      DEBUG2: [4]: dVel: 0.892948
      DEBUG2: [5]: dVel: 0.0538551
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00537406
      DEBUG2: [1]: dVel: 0.00343022
      DEBUG2: [2]: dVel: 0.000650495
      DEBUG2: [3]: dVel: 0.000170112
      DEBUG2: [4]: dVel: 0.0152742
      DEBUG2: [5]: dVel: 0.00179177
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00617528
      DEBUG2: [1]: dVel: 0.00290319
      DEBUG2: [2]: dVel: 3.51369e-05
      DEBUG2: [3]: dVel: 0.00323761
      DEBUG2: [4]: dVel: 0.0173868
      DEBUG2: [5]: dVel: 0.00683899
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00689934
      DEBUG2: [1]: dVel: 0.00406915
      DEBUG2: [2]: dVel: 0.000651062
      DEBUG2: [3]: dVel: 1.45435e-05
      DEBUG2: [4]: dVel: 0.0209083
      DEBUG2: [5]: dVel: 0.00213065
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00549999
      DEBUG2: [1]: dVel: 0.00353533
      DEBUG2: [2]: dVel: 0.000243872
      DEBUG2: [3]: dVel: 0.000607967
      DEBUG2: [4]: dVel: 0.0156991
      DEBUG2: [5]: dVel: 0.000822701
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00653167
      DEBUG2: [1]: dVel: 0.00355995
      DEBUG2: [2]: dVel: 0.000647843
      DEBUG2: [3]: dVel: 0.000116587
      DEBUG2: [4]: dVel: 0.0191628
      DEBUG2: [5]: dVel: 0.00202646
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00473744
      DEBUG2: [1]: dVel: 0.00290057
      DEBUG2: [2]: dVel: 0.000317156
      DEBUG2: [3]: dVel: 0.00348985
      DEBUG2: [4]: dVel: 0.0130002
      DEBUG2: [5]: dVel: 0.00199395
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00522248
      DEBUG2: [1]: dVel: 0.00344673
      DEBUG2: [2]: dVel: 0.000241727
      DEBUG2: [3]: dVel: 0.000447392
      DEBUG2: [4]: dVel: 0.0165006
      DEBUG2: [5]: dVel: 0.00241589
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0070816
      DEBUG2: [1]: dVel: 0.00370401
      DEBUG2: [2]: dVel: 0.000852525
      DEBUG2: [3]: dVel: 0.00434446
      DEBUG2: [4]: dVel: 0.0225545
      DEBUG2: [5]: dVel: 0.000569407
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00594696
      DEBUG2: [1]: dVel: 0.00425401
      DEBUG2: [2]: dVel: 0.000757575
      DEBUG2: [3]: dVel: 0.000301123
      DEBUG2: [4]: dVel: 0.0211676
      DEBUG2: [5]: dVel: 0.000626639
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00693855
      DEBUG2: [1]: dVel: 0.00393718
      DEBUG2: [2]: dVel: 0.000350326
      DEBUG2: [3]: dVel: 0.00343418
      DEBUG2: [4]: dVel: 0.0233406
      DEBUG2: [5]: dVel: 0.00364881
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00433913
      DEBUG2: [1]: dVel: 0.00237629
      DEBUG2: [2]: dVel: 9.15527e-05
      DEBUG2: [3]: dVel: 0.000393033
      DEBUG2: [4]: dVel: 0.015156
      DEBUG2: [5]: dVel: 0.00114087
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00815929
      DEBUG2: [1]: dVel: 0.00567356
      DEBUG2: [2]: dVel: 0.00021717
      DEBUG2: [3]: dVel: 0.0011611
      DEBUG2: [4]: dVel: 0.0319022
      DEBUG2: [5]: dVel: 0.00363255
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00770821
      DEBUG2: [1]: dVel: 0.00418949
      DEBUG2: [2]: dVel: 0.000470161
      DEBUG2: [3]: dVel: 0.00380206
      DEBUG2: [4]: dVel: 0.0280257
      DEBUG2: [5]: dVel: 0.00704548
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00838858
      DEBUG2: [1]: dVel: 0.00531814
      DEBUG2: [2]: dVel: 0.000491828
      DEBUG2: [3]: dVel: 0.00109279
      DEBUG2: [4]: dVel: 0.0343995
      DEBUG2: [5]: dVel: 4.00096e-05
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00626206
      DEBUG2: [1]: dVel: 0.00336742
      DEBUG2: [2]: dVel: 0.000131667
      DEBUG2: [3]: dVel: 0.00329053
      DEBUG2: [4]: dVel: 0.0249066
      DEBUG2: [5]: dVel: 0.00663874
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00505622
      DEBUG2: [1]: dVel: 0.00299865
      DEBUG2: [2]: dVel: 0.000209242
      DEBUG2: [3]: dVel: 0.0018959
      DEBUG2: [4]: dVel: 0.0227266
      DEBUG2: [5]: dVel: 0.00199409
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00743252
      DEBUG2: [1]: dVel: 0.00462568
      DEBUG2: [2]: dVel: 0.000397116
      DEBUG2: [3]: dVel: 0.00342751
      DEBUG2: [4]: dVel: 0.0333704
      DEBUG2: [5]: dVel: 0.00693149
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00668141
      DEBUG2: [1]: dVel: 0.00396445
      DEBUG2: [2]: dVel: 0.000105679
      DEBUG2: [3]: dVel: 0.00177789
      DEBUG2: [4]: dVel: 0.0328549
      DEBUG2: [5]: dVel: 0.010801
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00641012
      DEBUG2: [1]: dVel: 0.00319394
      DEBUG2: [2]: dVel: 0.00025323
      DEBUG2: [3]: dVel: 0.00360847
      DEBUG2: [4]: dVel: 0.0314798
      DEBUG2: [5]: dVel: 0.0109052
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00337731
      DEBUG2: [1]: dVel: 0.0018436
      DEBUG2: [2]: dVel: 0.000686884
      DEBUG2: [3]: dVel: 0.00362456
      DEBUG2: [4]: dVel: 0.0194486
      DEBUG2: [5]: dVel: 0.00224409
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00480635
      DEBUG2: [1]: dVel: 0.00251311
      DEBUG2: [2]: dVel: 0.000288069
      DEBUG2: [3]: dVel: 0.00117469
      DEBUG2: [4]: dVel: 0.0245314
      DEBUG2: [5]: dVel: 0.00245589
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00483458
      DEBUG2: [1]: dVel: 0.00233066
      DEBUG2: [2]: dVel: 7.86781e-05
      DEBUG2: [3]: dVel: 0.000668287
      DEBUG2: [4]: dVel: 0.0257232
      DEBUG2: [5]: dVel: 0.00202641
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00502909
      DEBUG2: [1]: dVel: 0.00245783
      DEBUG2: [2]: dVel: 0.000222206
      DEBUG2: [3]: dVel: 0.00218356
      DEBUG2: [4]: dVel: 0.0280781
      DEBUG2: [5]: dVel: 0.00207121
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00239561
      DEBUG2: [1]: dVel: 0.00114885
      DEBUG2: [2]: dVel: 0.000374705
      DEBUG2: [3]: dVel: 0.000875711
      DEBUG2: [4]: dVel: 0.0154178
      DEBUG2: [5]: dVel: 0.00133391
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00573507
      DEBUG2: [1]: dVel: 0.00306842
      DEBUG2: [2]: dVel: 2.22325e-05
      DEBUG2: [3]: dVel: 0.00198197
      DEBUG2: [4]: dVel: 0.0351776
      DEBUG2: [5]: dVel: 0.00325423
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00158562
      DEBUG2: [1]: dVel: 0.00160122
      DEBUG2: [2]: dVel: 0.00102532
      DEBUG2: [3]: dVel: 0.00294507
      DEBUG2: [4]: dVel: 0.01429
      DEBUG2: [5]: dVel: 0.00436926
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00491381
      DEBUG2: [1]: dVel: 0.00245523
      DEBUG2: [2]: dVel: 0.000123322
      DEBUG2: [3]: dVel: 0.00274181
      DEBUG2: [4]: dVel: 0.0306207
      DEBUG2: [5]: dVel: 0.00336342
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00170363
      DEBUG2: [1]: dVel: 0.00153628
      DEBUG2: [2]: dVel: 0.000434458
      DEBUG2: [3]: dVel: 0.00226188
      DEBUG2: [4]: dVel: 0.0187153
      DEBUG2: [5]: dVel: 0.00254341
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00374971
      DEBUG2: [1]: dVel: 0.00215396
      DEBUG2: [2]: dVel: 0.00040254
      DEBUG2: [3]: dVel: 0.000169396
      DEBUG2: [4]: dVel: 0.028077
      DEBUG2: [5]: dVel: 0.00887745
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00181378
      DEBUG2: [1]: dVel: 0.00156054
      DEBUG2: [2]: dVel: 0.00168976
      DEBUG2: [3]: dVel: 0.00420046
      DEBUG2: [4]: dVel: 0.0213674
      DEBUG2: [5]: dVel: 0.00705286
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00122249
      DEBUG2: [1]: dVel: 0.00110656
      DEBUG2: [2]: dVel: 0.000783265
      DEBUG2: [3]: dVel: 0.0040251
      DEBUG2: [4]: dVel: 0.0160761
      DEBUG2: [5]: dVel: 0.00378666
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00155305
      DEBUG2: [1]: dVel: 0.0013009
      DEBUG2: [2]: dVel: 0.000477374
      DEBUG2: [3]: dVel: 0.00143266
      DEBUG2: [4]: dVel: 0.0223908
      DEBUG2: [5]: dVel: 0.000992958
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000803774
      DEBUG2: [1]: dVel: 0.000105232
      DEBUG2: [2]: dVel: 0.00141552
      DEBUG2: [3]: dVel: 0.00384736
      DEBUG2: [4]: dVel: 0.0160221
      DEBUG2: [5]: dVel: 0.000649809
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00101608
      DEBUG2: [1]: dVel: 0.000847161
      DEBUG2: [2]: dVel: 0.00103742
      DEBUG2: [3]: dVel: 0.00217879
      DEBUG2: [4]: dVel: 0.017978
      DEBUG2: [5]: dVel: 0.00138562
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00093578
      DEBUG2: [1]: dVel: 0.000971049
      DEBUG2: [2]: dVel: 0.000339687
      DEBUG2: [3]: dVel: 0.00161016
      DEBUG2: [4]: dVel: 0.019169
      DEBUG2: [5]: dVel: 0.0010912
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000221496
      DEBUG2: [1]: dVel: 8.46982e-05
      DEBUG2: [2]: dVel: 0.00105906
      DEBUG2: [3]: dVel: 0.00330293
      DEBUG2: [4]: dVel: 0.0165554
      DEBUG2: [5]: dVel: 0.00611547
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00070625
      DEBUG2: [1]: dVel: 6.95288e-05
      DEBUG2: [2]: dVel: 0.00126094
      DEBUG2: [3]: dVel: 0.00439835
      DEBUG2: [4]: dVel: 0.0199968
      DEBUG2: [5]: dVel: 0.00900526
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0013305
      DEBUG2: [1]: dVel: 0.000282049
      DEBUG2: [2]: dVel: 0.000107169
      DEBUG2: [3]: dVel: 0.000296593
      DEBUG2: [4]: dVel: 0.00443381
      DEBUG2: [5]: dVel: 0.00039962
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00048908
      DEBUG2: [1]: dVel: 2.05338e-05
      DEBUG2: [2]: dVel: 0.000239223
      DEBUG2: [3]: dVel: 7.66516e-05
      DEBUG2: [4]: dVel: 0.013567
      DEBUG2: [5]: dVel: 0.000804117
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000346707
      DEBUG2: [1]: dVel: 0.000440359
      DEBUG2: [2]: dVel: 0.000748366
      DEBUG2: [3]: dVel: 0.00151992
      DEBUG2: [4]: dVel: 0.0153172
      DEBUG2: [5]: dVel: 0.000698968
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000703765
      DEBUG2: [1]: dVel: 0.000176787
      DEBUG2: [2]: dVel: 0.00129089
      DEBUG2: [3]: dVel: 0.0028249
      DEBUG2: [4]: dVel: 0.00837453
      DEBUG2: [5]: dVel: 0.00275602
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000404155
      DEBUG2: [1]: dVel: 0.000495046
      DEBUG2: [2]: dVel: 0.000466168
      DEBUG2: [3]: dVel: 0.00102723
      DEBUG2: [4]: dVel: 0.0167691
      DEBUG2: [5]: dVel: 0.00129851
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.0014129
      DEBUG2: [1]: dVel: 0.000664085
      DEBUG2: [2]: dVel: 0.00124931
      DEBUG2: [3]: dVel: 0.00261557
      DEBUG2: [4]: dVel: 0.0170259
      DEBUG2: [5]: dVel: 0.00108795
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000444327
      DEBUG2: [2]: dVel: 9.95696e-05
      DEBUG2: [3]: dVel: 5.48363e-06
      DEBUG2: [4]: dVel: 0.0121323
      DEBUG2: [5]: dVel: 0.00177563
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00132298
      DEBUG2: [1]: dVel: 0.000177532
      DEBUG2: [2]: dVel: 0.000690401
      DEBUG2: [3]: dVel: 0.0021708
      DEBUG2: [4]: dVel: 0.00656809
      DEBUG2: [5]: dVel: 0.000188048
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000823127
      DEBUG2: [1]: dVel: 0.000115514
      DEBUG2: [2]: dVel: 0.000150084
      DEBUG2: [3]: dVel: 0.000322223
      DEBUG2: [4]: dVel: 0.0118866
      DEBUG2: [5]: dVel: 0.000335198
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000893183
      DEBUG2: [1]: dVel: 0.00010848
      DEBUG2: [2]: dVel: 7.81417e-05
      DEBUG2: [3]: dVel: 0.000146389
      DEBUG2: [4]: dVel: 0.00196869
      DEBUG2: [5]: dVel: 0.000916713
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000698762
      DEBUG2: [1]: dVel: 2.05636e-06
      DEBUG2: [4]: dVel: 0.00174544
      DEBUG2: [5]: dVel: 0.00264339
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000577345
      DEBUG2: [1]: dVel: 0.000198394
      DEBUG2: [2]: dVel: 0.000571668
      DEBUG2: [3]: dVel: 0.00137079
      DEBUG2: [4]: dVel: 0.00289409
      DEBUG2: [5]: dVel: 0.00376759
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00202699
      DEBUG2: [1]: dVel: 0.000715703
      DEBUG2: [2]: dVel: 0.00213549
      DEBUG2: [3]: dVel: 0.00538373
      DEBUG2: [4]: dVel: 0.0126259
      DEBUG2: [5]: dVel: 0.00249333
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00170382
      DEBUG2: [1]: dVel: 0.000529796
      DEBUG2: [2]: dVel: 0.00125989
      DEBUG2: [3]: dVel: 0.00259507
      DEBUG2: [4]: dVel: 0.0110594
      DEBUG2: [5]: dVel: 0.00238937
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000665877
      DEBUG2: [1]: dVel: 0.000564784
      DEBUG2: [2]: dVel: 0.00163791
      DEBUG2: [3]: dVel: 0.00442529
      DEBUG2: [4]: dVel: 0.00781617
      DEBUG2: [5]: dVel: 0.00131829
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000804989
      DEBUG2: [1]: dVel: 0.000263304
      DEBUG2: [2]: dVel: 0.000598758
      DEBUG2: [3]: dVel: 0.00144553
      DEBUG2: [4]: dVel: 0.0091671
      DEBUG2: [5]: dVel: 0.000858426
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000416931
      DEBUG2: [1]: dVel: 0.000403672
      DEBUG2: [2]: dVel: 0.000881493
      DEBUG2: [3]: dVel: 0.00164366
      DEBUG2: [4]: dVel: 0.00101048
      DEBUG2: [5]: dVel: 0.000125121
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.00011952
      DEBUG2: [1]: dVel: 0.000100434
      DEBUG2: [2]: dVel: 1.70469e-05
      DEBUG2: [3]: dVel: 0.000734329
      DEBUG2: [4]: dVel: 0.00114006
      DEBUG2: [5]: dVel: 0.00172201
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000558186
      DEBUG2: [1]: dVel: 0.000203282
      DEBUG2: [2]: dVel: 0.000438243
      DEBUG2: [3]: dVel: 0.000807166
      DEBUG2: [4]: dVel: 0.000367741
      DEBUG2: [5]: dVel: 4.36315e-05
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000695715
      DEBUG2: [1]: dVel: 6.07967e-06
      DEBUG2: [4]: dVel: 0.0017451
      DEBUG2: [5]: dVel: 4.65196e-05
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: [0]: dVel: 0.000261158
      DEBUG2: [1]: dVel: 0.000116229
      DEBUG2: [2]: dVel: 0.00030908
      DEBUG2: [3]: dVel: 0.000815749
      DEBUG2: [4]: dVel: 0.00139255
      DEBUG2: [5]: dVel: 0.00206245
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG2: KinovaArm::RangeCheck: following Axis do not pass:
      DEBUG0: Sequence-Point 0 reached.
    INFO: StateMachine: Processing Event 'InitHomeReached'
    INFO: Exiting State Initialize 
    INFO: Entering State Initialize
    INFO: Gained API control over the arm.
      DEBUG2: PositionHandling::ReadFromFile: Objective 3 is Zero
      DEBUG2: PositionHandling::ReadFromFile: Objective 4 is Zero
    INFO: Points successfully loaded from File.
      DEBUG0: Transformation matrices calculated
      DEBUG0: CommandHandling: Sent Event 'Initialized:0'
      DEBUG0: CommandHandling: Recieved Event 'Initialized:0'
    INFO: StateMachine: Processing Event 'Initialized'
    INFO: Exiting State Initialize 
    INFO: Entering State Retracted
      DEBUG0: CommandHandling: Sent Event 'NoEvent:0'
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 5
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
      DEBUG2: retracting from Mode: 0
